"Notes"	"Month Day, Year"	"Month Day, Year Code"	Avg Daily Max Air Temperature (F)	Avg Daily Min Air Temperature (F)	Avg Daily Max Heat Index (F)
	"Aug 14, 1989"	"1989/08/14"	88.18	73.06	89.27
	"Aug 15, 1989"	"1989/08/15"	89.07	72.57	89.98
	"Aug 16, 1989"	"1989/08/16"	90.02	72.52	91.34
	"Aug 17, 1989"	"1989/08/17"	90.34	71.71	92.38
	"Aug 18, 1989"	"1989/08/18"	90.77	74.39	93.78
	"Aug 19, 1989"	"1989/08/19"	94.66	74.11	97.46
	"Aug 20, 1989"	"1989/08/20"	95.41	74.97	98.81
	"Aug 21, 1989"	"1989/08/21"	93.67	75.69	97.22
	"Aug 22, 1989"	"1989/08/22"	94.47	75.87	97.00
	"Aug 23, 1989"	"1989/08/23"	94.45	77.17	96.77
	"Aug 24, 1989"	"1989/08/24"	92.52	76.61	94.70
	"Aug 25, 1989"	"1989/08/25"	94.35	75.18	97.32
	"Aug 26, 1989"	"1989/08/26"	95.60	75.03	98.90
	"Aug 27, 1989"	"1989/08/27"	92.70	75.36	98.37
	"Aug 28, 1989"	"1989/08/28"	93.74	77.28	97.48
	"Aug 29, 1989"	"1989/08/29"	93.53	75.89	96.55
	"Aug 30, 1989"	"1989/08/30"	93.39	77.79	96.57
	"Aug 31, 1989"	"1989/08/31"	95.77	77.73	99.34
	"Sep 01, 1989"	"1989/09/01"	97.81	75.58	101.21
	"Sep 02, 1989"	"1989/09/02"	96.82	76.12	100.41
	"Sep 03, 1989"	"1989/09/03"	96.20	77.19	99.10
	"Sep 04, 1989"	"1989/09/04"	97.06	76.01	99.12
	"Sep 05, 1989"	"1989/09/05"	95.34	75.30	97.58
	"Sep 06, 1989"	"1989/09/06"	93.62	74.82	95.71
	"Sep 07, 1989"	"1989/09/07"	92.55	75.26	95.52
	"Sep 08, 1989"	"1989/09/08"	94.44	74.99	97.01
	"Sep 09, 1989"	"1989/09/09"	93.50	73.63	97.77
	"Sep 10, 1989"	"1989/09/10"	88.67	72.25	92.51
	"Sep 11, 1989"	"1989/09/11"	83.87	71.37	92.70
	"Sep 12, 1989"	"1989/09/12"	84.68	69.30	91.95
	"Sep 13, 1989"	"1989/09/13"	78.52	63.56	90.70
	"Sep 14, 1989"	"1989/09/14"	74.49	58.23	84.51
	"Sep 15, 1989"	"1989/09/15"	79.54	59.62	82.19
	"Sep 16, 1989"	"1989/09/16"	85.55	59.62	84.57
	"Sep 17, 1989"	"1989/09/17"	86.10	62.22	84.79
	"Sep 18, 1989"	"1989/09/18"	86.76	63.82	86.61
	"Sep 19, 1989"	"1989/09/19"	86.80	64.95	86.38
	"Sep 20, 1989"	"1989/09/20"	86.99	65.49	87.11
	"Sep 21, 1989"	"1989/09/21"	87.07	67.63	87.74
	"Sep 22, 1989"	"1989/09/22"	83.23	65.34	85.39
	"Sep 23, 1989"	"1989/09/23"	70.33	53.72	82.09
	"Sep 24, 1989"	"1989/09/24"	71.08	47.13	79.65
	"Sep 25, 1989"	"1989/09/25"	79.17	51.41	80.99
	"Sep 26, 1989"	"1989/09/26"	78.60	55.45	80.93
	"Sep 27, 1989"	"1989/09/27"	78.23	55.58	81.75
	"Sep 28, 1989"	"1989/09/28"	81.00	56.00	81.77
	"Sep 29, 1989"	"1989/09/29"	83.05	60.88	82.46
	"Sep 30, 1989"	"1989/09/30"	85.39	61.49	84.07
	"Oct 01, 1989"	"1989/10/01"	92.94	61.58	89.95
	"Oct 02, 1989"	"1989/10/02"	90.52	63.44	89.59
	"Oct 03, 1989"	"1989/10/03"	88.18	62.07	87.57
	"Oct 04, 1989"	"1989/10/04"	87.28	64.34	87.70
	"Oct 05, 1989"	"1989/10/05"	87.96	66.73	90.48
	"Oct 06, 1989"	"1989/10/06"	85.75	65.55	92.90
	"Oct 07, 1989"	"1989/10/07"	78.54	62.06	85.81
	"Oct 08, 1989"	"1989/10/08"	80.13	58.25	81.28
	"Oct 09, 1989"	"1989/10/09"	82.55	57.60	81.51
	"Oct 10, 1989"	"1989/10/10"	85.51	58.93	83.23
	"Oct 11, 1989"	"1989/10/11"	88.37	59.48	85.34
	"Oct 12, 1989"	"1989/10/12"	88.77	60.32	85.66
	"Oct 13, 1989"	"1989/10/13"	88.20	61.08	86.41
	"Oct 14, 1989"	"1989/10/14"	88.32	62.07	86.62
	"Oct 15, 1989"	"1989/10/15"	87.68	61.71	87.06
	"Oct 16, 1989"	"1989/10/16"	83.21	60.09	88.40
	"Oct 17, 1989"	"1989/10/17"	67.99	53.35	84.76
	"Oct 18, 1989"	"1989/10/18"	58.92	44.37	Missing
	"Oct 19, 1989"	"1989/10/19"	58.53	38.06	Missing
	"Oct 20, 1989"	"1989/10/20"	73.64	37.62	Missing
	"Oct 21, 1989"	"1989/10/21"	81.28	50.21	81.11
	"Oct 22, 1989"	"1989/10/22"	85.11	56.44	84.14
	"Oct 23, 1989"	"1989/10/23"	85.83	59.89	85.87
	"Oct 24, 1989"	"1989/10/24"	84.64	61.23	84.34
	"Oct 25, 1989"	"1989/10/25"	82.32	61.27	82.21
	"Oct 26, 1989"	"1989/10/26"	79.24	59.08	82.61
	"Oct 27, 1989"	"1989/10/27"	81.62	60.96	83.55
	"Oct 28, 1989"	"1989/10/28"	78.39	60.24	82.89
	"Oct 29, 1989"	"1989/10/29"	77.42	60.02	83.24
	"Oct 30, 1989"	"1989/10/30"	67.91	49.07	87.16
	"Oct 31, 1989"	"1989/10/31"	66.95	43.23	Missing
	"Nov 01, 1989"	"1989/11/01"	65.77	46.80	81.60
	"Nov 02, 1989"	"1989/11/02"	59.25	39.69	Missing
	"Nov 03, 1989"	"1989/11/03"	64.10	38.17	Missing
	"Nov 04, 1989"	"1989/11/04"	75.04	45.00	82.13
	"Nov 05, 1989"	"1989/11/05"	80.60	57.30	85.33
	"Nov 06, 1989"	"1989/11/06"	82.33	58.61	86.08
	"Nov 07, 1989"	"1989/11/07"	82.07	59.89	88.03
	"Nov 08, 1989"	"1989/11/08"	77.23	53.04	88.74
	"Nov 09, 1989"	"1989/11/09"	74.89	46.16	79.95
	"Nov 10, 1989"	"1989/11/10"	78.46	50.11	80.16
	"Nov 11, 1989"	"1989/11/11"	78.48	51.45	81.47
	"Nov 12, 1989"	"1989/11/12"	79.58	53.95	83.18
	"Nov 13, 1989"	"1989/11/13"	80.07	58.70	82.65
	"Nov 14, 1989"	"1989/11/14"	83.11	58.70	85.52
	"Nov 15, 1989"	"1989/11/15"	69.05	44.15	88.30
	"Nov 16, 1989"	"1989/11/16"	56.61	36.80	Missing
	"Nov 17, 1989"	"1989/11/17"	62.58	37.90	Missing
	"Nov 18, 1989"	"1989/11/18"	60.63	44.81	Missing
	"Nov 19, 1989"	"1989/11/19"	69.97	48.66	Missing
	"Nov 20, 1989"	"1989/11/20"	74.62	51.75	81.59
	"Nov 21, 1989"	"1989/11/21"	78.33	56.99	82.52
	"Nov 22, 1989"	"1989/11/22"	69.03	44.66	85.64
	"Nov 23, 1989"	"1989/11/23"	57.36	36.34	Missing
	"Nov 24, 1989"	"1989/11/24"	69.12	38.88	Missing
	"Nov 25, 1989"	"1989/11/25"	76.45	51.34	83.29
	"Nov 26, 1989"	"1989/11/26"	75.48	52.62	82.78
	"Nov 27, 1989"	"1989/11/27"	75.44	51.91	84.43
	"Nov 28, 1989"	"1989/11/28"	56.49	41.51	83.52
	"Nov 29, 1989"	"1989/11/29"	50.60	38.73	Missing
	"Nov 30, 1989"	"1989/11/30"	50.75	38.63	Missing
	"Dec 01, 1989"	"1989/12/01"	52.04	41.27	Missing
	"Dec 02, 1989"	"1989/12/02"	56.09	41.71	Missing
	"Dec 03, 1989"	"1989/12/03"	53.42	36.28	Missing
	"Dec 04, 1989"	"1989/12/04"	64.00	35.37	Missing
	"Dec 05, 1989"	"1989/12/05"	69.19	41.05	Missing
	"Dec 06, 1989"	"1989/12/06"	69.53	47.08	82.15
	"Dec 07, 1989"	"1989/12/07"	58.36	40.44	81.96
	"Dec 08, 1989"	"1989/12/08"	47.86	31.90	Missing
	"Dec 09, 1989"	"1989/12/09"	60.98	30.42	Missing
	"Dec 10, 1989"	"1989/12/10"	69.41	37.34	Missing
	"Dec 11, 1989"	"1989/12/11"	47.98	29.16	Missing
	"Dec 12, 1989"	"1989/12/12"	42.07	22.38	Missing
	"Dec 13, 1989"	"1989/12/13"	53.16	25.20	Missing
	"Dec 14, 1989"	"1989/12/14"	58.95	30.40	Missing
	"Dec 15, 1989"	"1989/12/15"	48.68	21.54	79.75
	"Dec 16, 1989"	"1989/12/16"	32.69	16.26	Missing
	"Dec 17, 1989"	"1989/12/17"	38.30	24.13	Missing
	"Dec 18, 1989"	"1989/12/18"	49.21	28.19	Missing
	"Dec 19, 1989"	"1989/12/19"	44.71	29.54	Missing
	"Dec 20, 1989"	"1989/12/20"	52.29	27.53	Missing
	"Dec 21, 1989"	"1989/12/21"	41.98	17.42	Missing
	"Dec 22, 1989"	"1989/12/22"	19.90	6.49	Missing
	"Dec 23, 1989"	"1989/12/23"	27.80	2.49	Missing
	"Dec 24, 1989"	"1989/12/24"	48.02	14.97	Missing
	"Dec 25, 1989"	"1989/12/25"	60.20	29.38	Missing
	"Dec 26, 1989"	"1989/12/26"	65.21	35.46	Missing
	"Dec 27, 1989"	"1989/12/27"	64.72	39.64	Missing
	"Dec 28, 1989"	"1989/12/28"	66.44	44.26	Missing
	"Dec 29, 1989"	"1989/12/29"	65.32	47.42	80.86
	"Dec 30, 1989"	"1989/12/30"	59.23	44.70	81.59
	"Dec 31, 1989"	"1989/12/31"	57.06	41.07	Missing
	"Jan 01, 1990"	"1990/01/01"	55.23	34.79	Missing
	"Jan 02, 1990"	"1990/01/02"	57.47	39.56	Missing
	"Jan 03, 1990"	"1990/01/03"	64.55	44.30	81.14
	"Jan 04, 1990"	"1990/01/04"	57.08	42.85	81.71
	"Jan 05, 1990"	"1990/01/05"	55.07	40.05	Missing
	"Jan 06, 1990"	"1990/01/06"	49.41	39.25	Missing
	"Jan 07, 1990"	"1990/01/07"	56.90	35.45	Missing
	"Jan 08, 1990"	"1990/01/08"	65.41	35.76	Missing
	"Jan 09, 1990"	"1990/01/09"	68.90	42.08	Missing
	"Jan 10, 1990"	"1990/01/10"	71.52	45.32	80.33
	"Jan 11, 1990"	"1990/01/11"	70.09	44.13	81.08
	"Jan 12, 1990"	"1990/01/12"	53.59	36.19	Missing
	"Jan 13, 1990"	"1990/01/13"	56.76	33.57	Missing
	"Jan 14, 1990"	"1990/01/14"	68.18	41.37	Missing
	"Jan 15, 1990"	"1990/01/15"	72.25	49.32	81.47
	"Jan 16, 1990"	"1990/01/16"	72.42	55.65	82.92
	"Jan 17, 1990"	"1990/01/17"	69.69	51.73	84.76
	"Jan 18, 1990"	"1990/01/18"	63.09	48.39	86.23
	"Jan 19, 1990"	"1990/01/19"	61.68	47.44	85.39
	"Jan 20, 1990"	"1990/01/20"	57.28	43.65	Missing
	"Jan 21, 1990"	"1990/01/21"	58.15	40.38	Missing
	"Jan 22, 1990"	"1990/01/22"	65.98	41.25	Missing
	"Jan 23, 1990"	"1990/01/23"	68.37	50.40	81.35
	"Jan 24, 1990"	"1990/01/24"	68.47	46.12	83.20
	"Jan 25, 1990"	"1990/01/25"	55.63	35.23	Missing
	"Jan 26, 1990"	"1990/01/26"	64.46	34.68	Missing
	"Jan 27, 1990"	"1990/01/27"	66.84	43.29	80.53
	"Jan 28, 1990"	"1990/01/28"	56.74	40.07	81.72
	"Jan 29, 1990"	"1990/01/29"	60.98	34.92	Missing
	"Jan 30, 1990"	"1990/01/30"	64.62	39.29	Missing
	"Jan 31, 1990"	"1990/01/31"	67.50	42.86	82.35
	"Feb 01, 1990"	"1990/02/01"	68.65	53.92	85.27
	"Feb 02, 1990"	"1990/02/02"	69.58	49.13	85.31
	"Feb 03, 1990"	"1990/02/03"	60.16	41.20	80.27
	"Feb 04, 1990"	"1990/02/04"	57.88	35.82	Missing
	"Feb 05, 1990"	"1990/02/05"	61.59	35.82	Missing
	"Feb 06, 1990"	"1990/02/06"	66.10	43.24	Missing
	"Feb 07, 1990"	"1990/02/07"	69.41	46.00	79.99
	"Feb 08, 1990"	"1990/02/08"	75.06	51.00	83.75
	"Feb 09, 1990"	"1990/02/09"	70.37	51.35	85.60
	"Feb 10, 1990"	"1990/02/10"	65.42	43.46	78.38
	"Feb 11, 1990"	"1990/02/11"	70.80	44.54	79.38
	"Feb 12, 1990"	"1990/02/12"	75.19	46.35	79.73
	"Feb 13, 1990"	"1990/02/13"	75.90	51.24	81.52
	"Feb 14, 1990"	"1990/02/14"	71.62	50.80	85.69
	"Feb 15, 1990"	"1990/02/15"	65.93	46.08	83.30
	"Feb 16, 1990"	"1990/02/16"	55.45	36.69	Missing
	"Feb 17, 1990"	"1990/02/17"	58.66	35.87	Missing
	"Feb 18, 1990"	"1990/02/18"	59.30	41.52	Missing
	"Feb 19, 1990"	"1990/02/19"	64.55	44.86	Missing
	"Feb 20, 1990"	"1990/02/20"	61.42	45.14	Missing
	"Feb 21, 1990"	"1990/02/21"	58.34	43.28	Missing
	"Feb 22, 1990"	"1990/02/22"	60.79	41.37	Missing
	"Feb 23, 1990"	"1990/02/23"	65.64	39.31	Missing
	"Feb 24, 1990"	"1990/02/24"	70.36	44.84	Missing
	"Feb 25, 1990"	"1990/02/25"	70.69	44.59	Missing
	"Feb 26, 1990"	"1990/02/26"	71.35	48.11	Missing
	"Feb 27, 1990"	"1990/02/27"	67.89	51.78	Missing
	"Feb 28, 1990"	"1990/02/28"	59.27	44.55	81.35
	"Mar 01, 1990"	"1990/03/01"	49.99	38.94	Missing
	"Mar 02, 1990"	"1990/03/02"	60.14	38.23	Missing
	"Mar 03, 1990"	"1990/03/03"	64.70	43.97	Missing
	"Mar 04, 1990"	"1990/03/04"	67.22	47.02	78.74
	"Mar 05, 1990"	"1990/03/05"	71.13	51.42	81.31
	"Mar 06, 1990"	"1990/03/06"	73.85	55.94	85.68
	"Mar 07, 1990"	"1990/03/07"	74.20	56.12	87.76
	"Mar 08, 1990"	"1990/03/08"	78.31	56.71	83.88
	"Mar 09, 1990"	"1990/03/09"	80.68	61.06	83.45
	"Mar 10, 1990"	"1990/03/10"	78.27	62.11	85.47
	"Mar 11, 1990"	"1990/03/11"	74.02	60.34	85.84
	"Mar 12, 1990"	"1990/03/12"	80.60	57.65	85.80
	"Mar 13, 1990"	"1990/03/13"	79.84	60.71	84.41
	"Mar 14, 1990"	"1990/03/14"	68.98	46.78	87.98
	"Mar 15, 1990"	"1990/03/15"	62.76	40.64	Missing
	"Mar 16, 1990"	"1990/03/16"	64.91	43.95	Missing
	"Mar 17, 1990"	"1990/03/17"	69.75	44.33	78.52
	"Mar 18, 1990"	"1990/03/18"	73.14	46.90	80.07
	"Mar 19, 1990"	"1990/03/19"	62.74	44.81	81.48
	"Mar 20, 1990"	"1990/03/20"	67.18	39.57	Missing
	"Mar 21, 1990"	"1990/03/21"	76.09	45.50	80.07
	"Mar 22, 1990"	"1990/03/22"	80.26	53.92	82.59
	"Mar 23, 1990"	"1990/03/23"	75.23	53.44	81.33
	"Mar 24, 1990"	"1990/03/24"	65.23	43.78	83.97
	"Mar 25, 1990"	"1990/03/25"	56.08	39.88	79.93
	"Mar 26, 1990"	"1990/03/26"	59.09	41.99	79.91
	"Mar 27, 1990"	"1990/03/27"	61.69	46.07	79.60
	"Mar 28, 1990"	"1990/03/28"	72.92	51.39	82.60
	"Mar 29, 1990"	"1990/03/29"	69.24	55.42	85.43
	"Mar 30, 1990"	"1990/03/30"	69.19	52.49	86.53
	"Mar 31, 1990"	"1990/03/31"	74.37	50.21	83.14
	"Apr 01, 1990"	"1990/04/01"	77.12	57.37	83.68
	"Apr 02, 1990"	"1990/04/02"	71.72	54.33	82.74
	"Apr 03, 1990"	"1990/04/03"	72.02	49.09	81.20
	"Apr 04, 1990"	"1990/04/04"	79.63	52.66	81.30
	"Apr 05, 1990"	"1990/04/05"	81.23	53.71	85.18
	"Apr 06, 1990"	"1990/04/06"	61.80	43.82	85.26
	"Apr 07, 1990"	"1990/04/07"	64.85	39.25	78.83
	"Apr 08, 1990"	"1990/04/08"	67.91	47.65	79.70
	"Apr 09, 1990"	"1990/04/09"	79.89	54.65	82.74
	"Apr 10, 1990"	"1990/04/10"	74.74	54.45	86.74
	"Apr 11, 1990"	"1990/04/11"	68.05	46.20	79.86
	"Apr 12, 1990"	"1990/04/12"	71.83	45.74	80.01
	"Apr 13, 1990"	"1990/04/13"	77.36	53.56	82.55
	"Apr 14, 1990"	"1990/04/14"	79.85	57.98	84.84
	"Apr 15, 1990"	"1990/04/15"	85.16	57.79	87.35
	"Apr 16, 1990"	"1990/04/16"	85.98	60.21	86.07
	"Apr 17, 1990"	"1990/04/17"	76.94	53.50	86.82
	"Apr 18, 1990"	"1990/04/18"	68.81	49.99	83.83
	"Apr 19, 1990"	"1990/04/19"	78.56	53.70	84.45
	"Apr 20, 1990"	"1990/04/20"	82.69	61.15	85.71
	"Apr 21, 1990"	"1990/04/21"	82.23	63.09	84.74
	"Apr 22, 1990"	"1990/04/22"	84.70	62.73	85.07
	"Apr 23, 1990"	"1990/04/23"	85.28	63.44	86.39
	"Apr 24, 1990"	"1990/04/24"	82.40	63.12	85.32
	"Apr 25, 1990"	"1990/04/25"	80.82	63.74	86.54
	"Apr 26, 1990"	"1990/04/26"	75.48	61.90	85.16
	"Apr 27, 1990"	"1990/04/27"	81.77	59.52	85.39
	"Apr 28, 1990"	"1990/04/28"	87.00	56.91	86.92
	"Apr 29, 1990"	"1990/04/29"	91.18	62.40	93.23
	"Apr 30, 1990"	"1990/04/30"	79.02	59.74	91.43
	"May 01, 1990"	"1990/05/01"	73.40	56.63	93.06
	"May 02, 1990"	"1990/05/02"	73.67	55.00	91.39
	"May 03, 1990"	"1990/05/03"	75.62	58.11	87.57
	"May 04, 1990"	"1990/05/04"	71.29	53.31	82.72
	"May 05, 1990"	"1990/05/05"	70.87	52.63	Missing
	"May 06, 1990"	"1990/05/06"	76.34	53.72	80.04
	"May 07, 1990"	"1990/05/07"	78.37	54.96	79.87
	"May 08, 1990"	"1990/05/08"	84.28	57.87	84.80
	"May 09, 1990"	"1990/05/09"	84.91	58.11	89.45
	"May 10, 1990"	"1990/05/10"	77.88	54.07	84.60
	"May 11, 1990"	"1990/05/11"	84.73	59.13	86.44
	"May 12, 1990"	"1990/05/12"	87.12	65.76	89.79
	"May 13, 1990"	"1990/05/13"	91.08	63.22	91.07
	"May 14, 1990"	"1990/05/14"	91.28	67.82	94.23
	"May 15, 1990"	"1990/05/15"	92.68	69.42	94.46
	"May 16, 1990"	"1990/05/16"	90.50	68.01	93.48
	"May 17, 1990"	"1990/05/17"	84.98	64.35	88.71
	"May 18, 1990"	"1990/05/18"	87.51	67.19	89.69
	"May 19, 1990"	"1990/05/19"	91.99	68.76	94.36
	"May 20, 1990"	"1990/05/20"	92.18	69.93	93.71
	"May 21, 1990"	"1990/05/21"	91.10	67.87	93.24
	"May 22, 1990"	"1990/05/22"	88.23	66.62	89.45
	"May 23, 1990"	"1990/05/23"	90.78	65.15	92.31
	"May 24, 1990"	"1990/05/24"	93.71	67.74	94.64
	"May 25, 1990"	"1990/05/25"	95.00	70.49	96.55
	"May 26, 1990"	"1990/05/26"	95.76	70.30	96.87
	"May 27, 1990"	"1990/05/27"	93.53	70.71	95.72
	"May 28, 1990"	"1990/05/28"	89.87	68.47	91.94
	"May 29, 1990"	"1990/05/29"	88.57	67.90	92.40
	"May 30, 1990"	"1990/05/30"	90.31	68.19	95.02
	"May 31, 1990"	"1990/05/31"	95.02	70.59	99.66
	"Jun 01, 1990"	"1990/06/01"	94.11	72.64	97.44
	"Jun 02, 1990"	"1990/06/02"	93.85	72.65	97.77
	"Jun 03, 1990"	"1990/06/03"	96.05	71.89	98.70
	"Jun 04, 1990"	"1990/06/04"	93.84	71.53	95.96
	"Jun 05, 1990"	"1990/06/05"	99.45	71.57	100.80
	"Jun 06, 1990"	"1990/06/06"	98.64	73.03	100.11
	"Jun 07, 1990"	"1990/06/07"	96.29	72.76	98.37
	"Jun 08, 1990"	"1990/06/08"	96.78	73.15	98.49
	"Jun 09, 1990"	"1990/06/09"	94.53	72.10	95.38
	"Jun 10, 1990"	"1990/06/10"	93.11	71.27	94.57
	"Jun 11, 1990"	"1990/06/11"	92.71	71.66	94.86
	"Jun 12, 1990"	"1990/06/12"	95.67	73.01	98.21
	"Jun 13, 1990"	"1990/06/13"	97.67	73.24	101.29
	"Jun 14, 1990"	"1990/06/14"	98.00	74.73	101.95
	"Jun 15, 1990"	"1990/06/15"	98.42	75.37	101.44
	"Jun 16, 1990"	"1990/06/16"	98.29	75.58	101.45
	"Jun 17, 1990"	"1990/06/17"	98.38	74.58	100.75
	"Jun 18, 1990"	"1990/06/18"	99.00	74.79	101.25
	"Jun 19, 1990"	"1990/06/19"	99.93	73.88	101.44
	"Jun 20, 1990"	"1990/06/20"	98.48	72.90	99.83
	"Jun 21, 1990"	"1990/06/21"	98.53	72.83	99.67
	"Jun 22, 1990"	"1990/06/22"	96.52	73.40	98.78
	"Jun 23, 1990"	"1990/06/23"	98.46	73.02	99.28
	"Jun 24, 1990"	"1990/06/24"	102.38	74.03	102.99
	"Jun 25, 1990"	"1990/06/25"	101.56	74.89	103.14
	"Jun 26, 1990"	"1990/06/26"	101.03	75.68	103.14
	"Jun 27, 1990"	"1990/06/27"	99.90	75.32	100.92
	"Jun 28, 1990"	"1990/06/28"	98.51	75.19	99.71
	"Jun 29, 1990"	"1990/06/29"	96.78	72.92	97.72
	"Jun 30, 1990"	"1990/06/30"	94.02	72.45	94.43
	"Jul 01, 1990"	"1990/07/01"	93.75	73.00	94.88
	"Jul 02, 1990"	"1990/07/02"	96.75	73.48	97.44
	"Jul 03, 1990"	"1990/07/03"	97.40	73.24	98.01
	"Jul 04, 1990"	"1990/07/04"	96.62	72.88	97.31
	"Jul 05, 1990"	"1990/07/05"	94.85	73.60	95.86
	"Jul 06, 1990"	"1990/07/06"	92.71	74.74	93.82
	"Jul 07, 1990"	"1990/07/07"	93.60	73.19	94.49
	"Jul 08, 1990"	"1990/07/08"	93.96	72.77	95.01
	"Jul 09, 1990"	"1990/07/09"	96.02	72.59	96.97
	"Jul 10, 1990"	"1990/07/10"	95.63	74.93	97.34
	"Jul 11, 1990"	"1990/07/11"	95.26	74.62	97.14
	"Jul 12, 1990"	"1990/07/12"	91.62	74.73	93.77
	"Jul 13, 1990"	"1990/07/13"	86.01	69.56	88.82
	"Jul 14, 1990"	"1990/07/14"	86.19	65.42	85.52
	"Jul 15, 1990"	"1990/07/15"	84.31	67.01	86.90
	"Jul 16, 1990"	"1990/07/16"	84.08	67.47	87.24
	"Jul 17, 1990"	"1990/07/17"	85.40	68.56	89.67
	"Jul 18, 1990"	"1990/07/18"	86.02	70.16	89.35
	"Jul 19, 1990"	"1990/07/19"	89.00	70.13	91.03
	"Jul 20, 1990"	"1990/07/20"	90.31	72.39	92.29
	"Jul 21, 1990"	"1990/07/21"	91.96	73.49	94.10
	"Jul 22, 1990"	"1990/07/22"	86.45	72.45	90.65
	"Jul 23, 1990"	"1990/07/23"	83.96	69.98	87.71
	"Jul 24, 1990"	"1990/07/24"	88.66	70.23	92.09
	"Jul 25, 1990"	"1990/07/25"	91.02	72.79	94.24
	"Jul 26, 1990"	"1990/07/26"	92.27	72.09	93.96
	"Jul 27, 1990"	"1990/07/27"	94.17	72.32	97.01
	"Jul 28, 1990"	"1990/07/28"	92.61	73.90	95.68
	"Jul 29, 1990"	"1990/07/29"	91.06	73.87	95.91
	"Jul 30, 1990"	"1990/07/30"	89.18	74.93	93.30
	"Jul 31, 1990"	"1990/07/31"	87.34	73.65	90.48
	"Aug 01, 1990"	"1990/08/01"	87.67	73.25	90.87
	"Aug 02, 1990"	"1990/08/02"	89.61	74.19	93.04
	"Aug 03, 1990"	"1990/08/03"	90.64	74.64	94.29
	"Aug 04, 1990"	"1990/08/04"	90.76	74.65	93.71
	"Aug 05, 1990"	"1990/08/05"	88.65	73.71	92.35
	"Aug 06, 1990"	"1990/08/06"	86.12	70.33	89.41
	"Aug 07, 1990"	"1990/08/07"	84.08	68.84	88.26
	"Aug 08, 1990"	"1990/08/08"	87.59	68.65	88.27
	"Aug 09, 1990"	"1990/08/09"	91.17	69.81	92.48
	"Aug 10, 1990"	"1990/08/10"	93.26	71.58	93.93
	"Aug 11, 1990"	"1990/08/11"	93.88	71.77	94.50
	"Aug 12, 1990"	"1990/08/12"	92.65	71.92	94.01
	"Aug 13, 1990"	"1990/08/13"	89.10	72.46	92.41
	"Aug 14, 1990"	"1990/08/14"	89.26	74.20	93.04
	"Aug 15, 1990"	"1990/08/15"	91.86	73.75	94.84
	"Aug 16, 1990"	"1990/08/16"	92.70	74.08	95.49
	"Aug 17, 1990"	"1990/08/17"	93.70	73.86	96.58
	"Aug 18, 1990"	"1990/08/18"	95.58	74.44	97.98
	"Aug 19, 1990"	"1990/08/19"	96.36	74.84	99.55
	"Aug 20, 1990"	"1990/08/20"	96.20	75.19	97.94
	"Aug 21, 1990"	"1990/08/21"	94.26	74.85	95.71
	"Aug 22, 1990"	"1990/08/22"	93.48	74.39	95.58
	"Aug 23, 1990"	"1990/08/23"	94.10	73.27	96.07
	"Aug 24, 1990"	"1990/08/24"	96.14	75.10	98.42
	"Aug 25, 1990"	"1990/08/25"	97.67	74.20	99.89
	"Aug 26, 1990"	"1990/08/26"	98.36	74.14	99.15
	"Aug 27, 1990"	"1990/08/27"	98.06	74.40	98.73
	"Aug 28, 1990"	"1990/08/28"	97.75	76.01	99.04
	"Aug 29, 1990"	"1990/08/29"	98.01	76.47	99.66
	"Aug 30, 1990"	"1990/08/30"	97.21	76.37	99.18
	"Aug 31, 1990"	"1990/08/31"	97.98	75.54	99.84
	"Sep 01, 1990"	"1990/09/01"	96.22	75.44	97.02
	"Sep 02, 1990"	"1990/09/02"	89.74	74.17	90.27
	"Sep 03, 1990"	"1990/09/03"	86.43	72.34	89.87
	"Sep 04, 1990"	"1990/09/04"	89.76	73.02	93.08
	"Sep 05, 1990"	"1990/09/05"	93.75	74.56	95.25
	"Sep 06, 1990"	"1990/09/06"	94.65	73.41	95.40
	"Sep 07, 1990"	"1990/09/07"	95.03	73.38	95.65
	"Sep 08, 1990"	"1990/09/08"	93.55	74.21	94.90
	"Sep 09, 1990"	"1990/09/09"	89.50	73.81	91.59
	"Sep 10, 1990"	"1990/09/10"	86.10	72.00	87.80
	"Sep 11, 1990"	"1990/09/11"	85.25	71.15	86.64
	"Sep 12, 1990"	"1990/09/12"	84.94	70.65	86.10
	"Sep 13, 1990"	"1990/09/13"	85.60	70.19	87.25
	"Sep 14, 1990"	"1990/09/14"	87.39	71.79	90.45
	"Sep 15, 1990"	"1990/09/15"	89.07	73.68	92.58
	"Sep 16, 1990"	"1990/09/16"	88.53	74.35	93.29
	"Sep 17, 1990"	"1990/09/17"	86.65	72.44	90.80
	"Sep 18, 1990"	"1990/09/18"	89.89	73.12	94.12
	"Sep 19, 1990"	"1990/09/19"	85.86	72.77	91.47
	"Sep 20, 1990"	"1990/09/20"	83.50	71.34	92.43
	"Sep 21, 1990"	"1990/09/21"	86.27	70.59	93.47
	"Sep 22, 1990"	"1990/09/22"	82.00	67.78	91.12
	"Sep 23, 1990"	"1990/09/23"	73.56	60.20	87.26
	"Sep 24, 1990"	"1990/09/24"	75.65	57.54	81.31
	"Sep 25, 1990"	"1990/09/25"	85.68	60.83	85.26
	"Sep 26, 1990"	"1990/09/26"	89.27	66.56	89.53
	"Sep 27, 1990"	"1990/09/27"	90.18	68.31	90.64
	"Sep 28, 1990"	"1990/09/28"	86.88	68.21	88.53
